,composer_id,dob,first_name,last_name
2944,3365,1649,John,Blow
2945,3366,1894,Maurice,Blower
2946,3367,1788,Carl,Blum
2947,3368,NaN,,Blum
2948,3369,1900,Robert,Blum
2949,3370,1923,Joachim,Blume
2950,3371,1863,Felix,Blumenfeld
2951,3372,1923,Murray,Blumenfeld
2952,3373,1789,Carl,Blumenroeder
2953,3374,1782,Joseph,Blumenthal
2954,3375,1874,Sandro,Blumenthal
2955,3376,1843,Paul,Blumenthal
2956,3377,1829,Jacob,Blumenthal
2957,3378,NaN,Francesca,Blumenthal
2958,3379,NaN,Casimir,Blumenthal
2959,3380,NaN,Leopold,Blumenthal
2960,3381,1951,Volker,Blumenthaler
2961,3382,1881,Theodor,Blumer
2962,3383,1827,Martin,Blumner
2963,3384,NaN,John,Blundeville
2964,3385,1947,Marcus,Blunt
2965,3386,1770,Franz,Blyma
2966,3387,1958,Andrew,Blyth
2967,3388,1932,Carey,Blyton
2968,3389,1960,Sonia,Bo
2969,3390,1859,Carl,Boberg
2970,3391,1899,Constantin,Bobescu
2971,3392,1899,Constantin,Bobescu
2972,3393,1949,Leonid,Bobilev
2973,3394,NaN,Nicolae,Boboc
2974,3395,1805,Jan,Bobrowicz
2975,3396,1895,Venedikt,Bobtchevski
2976,3397,NaN,L.,Bocaccio
2977,3398,1598,Juan,Bocanegra
2978,3399,NaN,,Bocca-Montevita
2979,3400,1797,Giuseppe,Boccacini
2980,3401,1743,Luigi,Boccherini
2981,3402,NaN,Lorenzo,Bocchi
2982,3403,1950,Christopher,Bochmann
2983,3404,1900,Werner,Bochmann
2984,3405,1789,Nicolas,Bochsa
2985,3406,NaN,Charles,Bochsa
2986,3407,1754,Anton,Bock
2987,3408,1857,Berta,Bock
2988,3409,1928,Jerry,Bock
2989,3410,NaN,Reinhold,Bocker
2990,3411,1801,Carl,Bocklet
2991,3412,1745,Franz,Bocklinsau
2992,3413,NaN,Anne,Bocquet
2993,3414,NaN,Charles,Bocquet
2994,3415,1801,Janos,Svastics
2995,3416,1905,Eugen,Bodart
2996,3417,1607,Philipp,Böddecker
2997,3418,1642,Philipp,Boddecker
2998,3419,1730,Johann,Bode
2999,3420,1845,Louis,Bodecker
3000,3421,1165,Jehan,d'Arras
3001,3422,1576,Erhard,Bodenschatz
3002,3423,NaN,Joan,Bodeo
3003,3424,1960,Philippe,Bodin
3004,3425,1725,Johann,Bodinus
3005,3426,1700,Sebastian,Bodinus
3006,3427,1896,Erwin,Bodky
3007,3428,1933,Seóirse,Bodley
3008,3429,NaN,,d'Orczy
3009,3430,NaN,Johannes,Bodoil
3010,3431,1954,Silvie,Bodorová
3011,3432,1766,Nicolas,Bodson
3012,3433,1944,Jack,Body
3013,3434,1880,Ernst,Boehe
3014,3435,1972,Ilkka,Boehm
3015,3436,1928,Carl,Boehm
3016,3437,1795,Joseph,Boehm
3017,3438,1794,Theobald,Boehm
3018,3439,1914,Yohanan,Boehm
3019,3440,1870,Oskar,Boehme
3020,3441,1941,Konrad,Boehmer
3021,3442,1802,Karl,Boehmer
3022,3443,NaN,Todd,Boekelheide
3023,3444,1862,Léon,Boëllmann
3024,3445,1952,Karl,Boelter
3025,3446,1785,Alexandre-Pierre-François,Boëly
3026,3447,1862,Jean,Boely
3027,3448,NaN,Francesco,Boerio
3028,3449,1884,Felipe,Boero
3029,3450,1938,Rainer,Boesch
3030,3451,1936,Philippe,Boesmans
3031,3452,1614,Jean-Baptiste,Boesset
3032,3453,1586,Antoine,Boesset
3033,3454,1664,Claude-Jean-Baptiste,Boesset
3034,3455,1733,Josina,Aerssen
3035,3456,1937,Georges,Boeuf
3036,3457,1856,Ernesto,Boezi
3037,3458,1944,Anna,Levi
3038,3459,1937,István,Bogár
3039,3460,1913,Anatol,Bogateriev
3040,3461,1890,Semyon,Bogateriev
3041,3462,1903,Valerian,Bogdanov-Berezovski
3042,3463,1955,Dusan,Bogdanovic
3043,3464,1869,Felice,Boghen
3044,3465,NaN,Ignaz,Bognar
3045,3466,1913,Nikita,Bogoslovski
3046,3467,1940,Edward,Boguslawski
3047,3468,1929,Josef,Boháč
3048,3469,NaN,Karl,Bohlin
3049,3470,1963,Jonas,Bohlin
3050,3471,1661,Georg,Böhm
3051,3472,1928,Carl,Boehm
3052,3473,1844,Carl,Bohm
3053,3474,1952,Rainer,Böhm
3054,3475,1953,Thomas,Bohm-Christl
3055,3476,1884,Walther,Bohme
3056,3477,1815,Ferdinand,Bohme
3057,3478,1839,Emil,Bohn
3058,3479,1787,Ludwig,Bohner
3059,3480,1888,Emil,Bohnke
3060,3481,1783,Anton,Bohrer
3061,3482,1785,Max,Bohrer
3062,3483,NaN,Johann,Bohus
3063,3484,1775,François-Adrien,Boïeldieu
3064,3485,1815,Louis,Boieldieu
3065,3486,1931,Rotislav,Boiko
3066,3487,1799,Edouard,Boilly
3067,3488,1934,Rob,Bois
3068,3489,NaN,Raoul,Boischot
3069,3490,1834,René,Boisdeffre
3070,3491,1927,Jacques,Boisgallais
3071,3492,1917,Paul,Boisselet
3072,3493,1811,Xavier,Boisselot
3073,3494,1786,Caroline,Boissier-Butini
3074,3495,NaN,Félix,Boisson
3075,3496,1929,F.,Boisvallee
3076,3497,1842,Arrigo,Boito
3077,3498,1740,Bazyli,Bojdanowicz
3078,3499,1779,Michal,Bojdanowicz
3079,3500,1968,Miloš,Bok
3080,3501,1943,Michèle,Bokanowski
3081,3502,1679,Heinrich,Bokemeyer
3082,3503,1931,César,Bolanos
3083,3504,NaN,Oscar,Bolck
3084,3505,1938,William,Bolcom
3085,3506,1921,Laci,Boldemann
3086,3507,1937,Csiky,Boldizsar
3087,3508,NaN,Tomaso,Boldon
3088,3509,1963,Nicolas,Bolens
3089,3510,1501,Anne,Boleyn
3090,3511,NaN,,Bollaert
3091,3512,1946,Ross,Bolleter
3092,3513,1930,Claude,Bolling
3093,3514,1709,Louis,Bollioud-Mermet
3094,3515,1590,Daniel,Bollius
3095,3516,NaN,Dominico,Bolognesi
3096,3517,1570,Bernardo,Bolognini
3097,3518,1869,Franz,Bolsche
3098,3519,NaN,Per,Bolstad
3099,3520,1953,Ralf,Bolting
3100,3521,1770,Thomas,Bolton
3101,3522,1550,Ginés,Boluda
3102,3523,1841,Giovanni,Bolzoni
3103,3524,1804,Petter,Boman
3104,3525,1775,João,Bomtempo
3105,3526,1933,Maarten,Bon
3106,3527,1946,André,Bon
3107,3528,1940,Willem,Bon
3108,3529,1739,Anna,Venezia)
3109,3530,1738,Anna,Venezia
3110,3531,NaN,,Voisin
3111,3532,1810,Pietro,Bona
3112,3533,1560,Valerio,Bona
3113,3534,NaN,Giovanni,Bonachelli
3114,3535,NaN,Filippo,Bonaffino
3115,3536,NaN,Giulio,Bonagiunta
3116,3537,NaN,,Bonagura
3117,3538,NaN,,Casentino
3118,3539,1827,Ferdinando,Bonamici
3119,3540,NaN,,Bonanno
3120,3541,NaN,Laurent,Bonard
3121,3542,1843,"Louis-Charles-Félix-François,",Gregh
3122,3543,NaN,Iseppo,Bonardo
3123,3544,1520,Francesco,Perissone
3124,3545,1944,Francesc,Bertran
3125,3546,1510,Giuliano,Tiburtino
3126,3547,NaN,Rubino,Bonaventura
3127,3576,NaN,,Bonavia
3128,3577,1877,Ferruccio,Bonavia
3129,3578,1839,Johann,Bonawitz
3130,3579,1839,Johann,Bonawitz
3131,3580,1862,Carrie,Jacobs-Bond
3132,3581,1945,Victoria,Bond
3133,3582,1730,Capel,Bond
3134,3583,NaN,J.C.,Andrews
3135,3584,1898,Emmanuel,Bondeville
3136,3585,1596,Giacinto,Bondioli
3137,3586,NaN,Giovanni,Bondioli
3138,3587,1927,Jacques,Bondon
3139,3588,1913,Margaret,Bonds
3140,3589,1966,Yves,Bondue
3141,3590,1569,Aurelio,Bonelli
3142,3591,1970,Anthony,Bonello
3143,3592,1745,Barnaba,Bonesi
3144,3593,NaN,Eduardo,Bonessi
3145,3594,NaN,Juan,Paredes
3146,3595,1933,Narcís,Armengol
3147,3596,NaN,,Bonetti
3148,3597,NaN,Carlo,Bonetti
3149,3598,1839,Johann,Bonawitz
3150,3599,NaN,Wilhelm,Bonewitz
3151,3600,1922,Luiz,Bonfá
3152,3601,1911,Luis,Bonfa
3153,3602,1769,Paolo,Bonfichi
3154,3603,NaN,Paolo,Bonfilio
3155,3604,NaN,,Bongiovanni
3156,3605,1905,"Andrée,",Bonhomme
3157,3606,1555,Pierre,Bonhomme
3158,3607,1738,Anna,Venezia
3159,3608,1530,Guillaume,Boni
3160,3609,1686,Gaetano,Boni
3161,3610,NaN,Riccardo,Bonicioli
3162,3611,1818,Carlo,Boniforti
3163,3612,1891,Josef,Bonime
3164,3613,NaN,Francesco,Bonini
3165,3614,NaN,Pietro,Bonini
3166,3615,1582,Severo,Bonini
3167,3616,1858,Mélanie,Bonis
3168,3617,1921,Eberhard,Bonitz
3169,3618,1951,Matthias,Bonitz
3170,3619,1670,Giuseppe,Boniventi
3171,3620,NaN,Vincenzo,Bonizzi
3172,3621,NaN,Eliseo,Bonizzoni
3173,3622,1760,Charles,Bonjour
3174,3623,1520,Jean,Bonmarche
3175,3624,1880,Joseph,Bonnal
3176,3625,NaN,Emile,Bonnamy
3177,3626,1885,Giulio,Bonnard
3178,3627,NaN,François,Bonnay
3179,3628,NaN,Max,Bonnay
3180,3629,1918,Paul,Bonneau
3181,3630,NaN,Simon,Bonnefond
3182,3631,NaN,,Bonnefoy
3183,3632,1896,Helge,Bonnen
3184,3633,1958,Antoine,Bonnet
3185,3634,NaN,Pierre,Bonnet
3186,3635,1884,Joseph,Bonnet
3187,3636,1475,Johannes,Bonnevin
3188,3637,1925,"Olle,",Bonniér
3189,3638,1970,Josué,Góngora
3190,3639,1711,Giuseppe,Bonno
3191,3640,NaN,Ettore,Bono
3192,3641,NaN,Francesco,Bonoldi
3193,3642,1670,Giovanni,Bononcini
3194,3643,1642,Giovanni,Bononcini
3195,3644,1678,Giovanni,Bononcini
3196,3645,1677,Antonio,Bononcini
3197,3646,1672,Francesco,Bonporti
3198,3647,1946,Per,Bonsaksen
3199,3648,NaN,Arthur,Bonser
3200,3649,NaN,Camillo,Bonsignore
3201,3650,1926,James,Bonsor
3202,3651,1855,George,Martin
3203,3652,1624,Giovanni,Bontempi
3204,3653,NaN,Agostino,Bonvicino
3205,3654,NaN,Giacomo,Bonzanini
3206,3655,1783,Johannes,Boom
3207,3656,NaN,Benjamin,Boone
3208,3657,NaN,Th.,Boone
3209,3658,1923,Octaaf,Boone
3210,3659,1864,John,Boone
3211,3660,1967,Paul,Booth
3212,3661,NaN,Torrens,Boque
3213,3662,NaN,Modesta,Bor
3214,3663,1867,Tomas,Borba
3215,3664,1902,Carlo,Téllez
3216,3665,NaN,Nicolo,Borboni
3217,3666,1503,Nicolaus,Borbonius
3218,3667,1974,Minas,Borboudakis
3219,3668,NaN,Gaston,Borch
3220,3669,NaN,Thora,Borch
3221,3670,1570,Melchior,Borchgrevinck
3222,3671,1872,Alexander,Borchman
3223,3672,1906,Edmund,Borck
3224,3673,1938,David,Borden
3225,3674,1863,Charles,Bordes
3226,3675,1815,Ludovico,Bordese
3227,3676,1892,Johanna,Bordewijk-Roepman
3228,3677,NaN,Jules,Bordier
3229,3678,NaN,Krzysztof,Borek
3230,3679,NaN,,Borel-Clerc
3231,3680,NaN,Francesco,Borelli
3232,3681,1640,Giovanni,Boretti
3233,3682,1934,Benjamin,Boretz
3234,3683,1938,"Carla,",Bley
3235,3684,1919,Kim,Borg
3236,3685,NaN,Walter,Borg
3237,3686,NaN,Matti,Borg
3238,3687,NaN,,Borganoff
3239,3688,1810,Emanuele,Borgatta
3240,3689,1888,Raul,Borges
3241,3690,1914,Cacilda,Borges-Barbosa
3242,3691,NaN,Innocenzio,Borgetti
3243,3692,NaN,Antonio,Borghese
3244,3693,1738,Giovanni,Borghi
3245,3694,1745,Luigi,Borghi
3246,3695,NaN,Giorgio,Borgia
3247,3696,1510,San,Aragón
3248,3697,NaN,Domenico,Borgiani
3249,3698,1901,Hans,Borgmann
3250,3699,1565,Cesare,Borgo
3251,3700,NaN,D.,Borgognini
3252,3701,1512,"Loys,",Bourgeois
3253,3702,1864,Hjalmar,Borgstrom
3254,3703,1886,Manuel,Borguno
3255,3704,1901,"Valentin,",Borisov
3256,3705,1969,Victoria,Borisova-Ollas
3257,3706,1510,Francisco,Borja
3258,3707,1633,Pierre,Scellery
3259,3708,1894,Pavel,Borkovec
3260,3709,1934,Marian,Borkowski
3261,3710,1852,Bohdan,Borkowski
3262,3711,1560,Bernardino,Borlasca
3263,3712,1908,Enzo,Borlenghi
3264,3713,NaN,,Borlet
3265,3714,1810,Giuseppe,Bornacini
3266,3715,1862,François,Borne
3267,3716,1862,Fernande,Borne
3268,3717,1840,François,Borne
3269,3718,1906,Helmut,Bornefeld
3270,3719,NaN,,Bornet
3271,3720,1976,Jeremiah,Bornfield
3272,3721,1833,Alexander,Borodin
3273,3722,NaN,Sylvie,Borodova
3274,3723,1867,Olimpia,Boronat
3275,3724,1738,Antonio,Boroni
3276,3725,1490,Pietro,Borrono
3277,3726,1563,Ottavio,Borono
3278,3727,1490,Pietro,Borrono
3279,3728,1872,Felix,Borowski
3280,3729,1965,Pietro,Borradori
3281,3730,1775,Joseph,Borremans
3282,3731,NaN,Giovanni,Borri
3283,3732,1906,Siegfried,Borris
3284,3733,1925,Lilcho,Borrisov
3285,3734,1925,Edith,Borroff
3286,3735,1490,Pietro,Borrono
3287,3736,1905,Amédée,Borsari
3288,3737,NaN,Arcangelo,Borsaro
3289,3738,1835,Hippolyte,Borssat
3290,3739,1835,Hippolyte,Borssat
3291,3740,1950,John,Borstlap
3292,3741,1877,Sergei,Bortkiewicz
3293,3742,1752,Dmitri,Bortniansky
3294,3743,1773,Bartolomeo,Bortolazzi
3295,3744,NaN,Stéphane,Bortoli
3296,3745,1926,Mauro,Bortolotti
3297,3746,1943,Daniel,Bortz
3298,3747,1924,Jens,Borup-Jørgensen
3299,3748,1901,"Valentin,",Borisov
3300,3749,1967,Adrian,Borza
3301,3750,NaN,Carlo,Borzio
3302,3751,1961,Alla,Borzova
3303,3752,1940,R.Caroline,Bosanquet
3304,3753,NaN,Johann,Bosch
3305,3754,NaN,,Humet
3306,3755,NaN,Gerolamo,Boschetti
3307,3756,NaN,Giovanni,Boschetti
3308,3757,1364,"Johannes,",Bosco
3309,3758,1946,Gilberto,Bosco
3310,3759,1882,George,Boskoff
3311,3760,1907,Alexander,Boskovich
3312,3761,1860,Ludwig,Boslet
3313,3762,1908,"Arturo,",Bosmans
3314,3763,1895,Henriëtte,Bosmans
3315,3764,1973,Drazen,Bosnjak
3316,3765,NaN,Johannes,Bosquet
3317,3766,1364,"Johannes,",Bosco
3318,3767,1960,Denis,Bosse
3319,3768,1947,Jean,Bosseur
3320,3769,1899,Robert,Bosshart
3321,3770,1883,"Renzo,",Bossi
3322,3771,1861,Marco,Bossi
3323,3772,1876,Costante,Bossi
3324,3773,NaN,Franciscus,Bossinensis
3325,3774,NaN,Jean,Bossini
3326,3775,NaN,Lucio,Bosso
3327,3804,NaN,Simon,Boswell
3328,3805,1903,María,Dubois
3329,3806,1874,George,Botsford
3330,3807,1796,Anton,Bott
3331,3808,1824,Katharina,Bott
3332,3809,1826,Jean,Bott
3333,3810,1879,Ugo,Bottacchiari
3334,3811,NaN,Paolo,Bottacio
3335,3812,NaN,Angelo,Bottagisio
3336,3813,NaN,Bernardino,Bottazzi
3337,3814,1934,Eberhard,Böttcher
3338,3815,1927,Martin,Böttcher
3339,3816,1962,Andreas,Bottcher
3340,3817,1797,Auguste,Toulmon
3341,3818,1554,Cosimo,Bottegari
3342,3819,1930,Wolfgang,Bottenberg
3343,3820,NaN,Gian,Botteoni
3344,3821,1965,Massimo,Botter
3345,3822,1892,Hans,Bottermund
3346,3823,1821,Giovanni,Bottesini
3347,3824,1957,Thomas,Bottger
3348,3825,1802,Marianna,Bottini
3349,3826,1531,Ercole,Bottrigari
3350,3827,NaN,,Boubee
3351,3828,1957,Linda,Bouchard
3352,3829,1778,Alexandre,Boucher
3353,3830,1800,Raimondo,Boucheron
3354,3831,1870,Angel,Boucourechliev
3355,3832,1925,André,Boucourechliev
3356,3833,NaN,A.,Boucquin
3357,3834,NaN,Vangelis,Boudounis
3358,3835,1947,Walter,Boudreau
3359,3836,1770,Jean,Bouffet
3360,3837,1783,Jacques,Bouffil
3361,3838,1878,Rutland,Boughton
3362,3839,NaN,,Bouhalassa
3363,3840,NaN,Emile,Bouichere
3364,3841,NaN,Piotr,Boulakhov
3365,3842,1893,Lili,Boulanger
3366,3843,1887,Nadia,Boulanger
3367,3844,1893,Georges,Boulanger
3368,3845,1815,Ernest,Boulanger
3369,3846,1968,Volodimir,Boulanov
3370,3847,1925,Pierre,Boulez
3371,3848,1955,Denys,Bouliane
3372,3849,1842,Marius-Jules-Jean-Baptiste,Boullard
3373,3850,1833,Victor,Boullard
3374,3851,1884,Joseph,Boulnois
3375,3852,1907,Michel,Boulnois
3376,3853,1745,Joseph,Saint-Georges
3377,3854,1968,Issa,Boulos
3378,3855,NaN,,Boulton
3379,3856,NaN,Martin,Bouman
3380,3857,1852,Leonardus,Boumann
3381,3858,NaN,G.,Boume
3382,3859,1924,Revol,Bounine
3383,3860,1914,Jules,Bouquet
3384,3861,NaN,Emile,Bourdeau
3385,3862,1929,Lucien,Bourdeaux
3386,3863,1884,Emile,Bourdon
3387,3864,1885,Rosario,Bourdon
3388,3865,1840,Louis,Bourgault-Ducoudray
3389,3866,NaN,Emile,Bourgeois
3390,3867,1941,Derek,Bourgeois
3391,3868,1512,"Loys,",Bourgeois
3392,3869,1676,Thomas,Bourgeois
3393,3870,1812,Maurice,Bourges
3394,3871,NaN,François,Bourgoing
3395,3872,1512,"Loys,",Bourgeois
3396,3873,NaN,Colinet,Bourgois
3397,3874,1512,"Loys,",Bourgeois
3398,3875,1890,Francis,Bourguignon
3399,3876,NaN,,*
3400,3877,1512,"Loys,",Bourgeois
3401,3878,1916,Moutal,Bourkhanov
3402,3879,1952,Roger,Bourland
3403,3880,1585,Jean,Bournonville
3404,3881,1675,Jacques,Bournonville
3405,3882,1932,Yvon,Bourrel
3406,3883,NaN,Henry,Bourtayre
3407,3884,1946,François,Bousch
3408,3885,NaN,,Bouse
3409,3886,1896,Francis,Bousquet
3410,3887,1818,Georges,Bousquet
3411,3888,NaN,,Boussagol
3412,3889,1971,Seth,Boustead
3413,3890,1957,Donald,Bousted
3414,3891,1788,Guillaume,Bouteiller
3415,3892,1648,Louis,Bouteiller
3416,3893,1645,Pierre,Bouteiller
3417,3894,1697,Josse,Boutmy
3418,3895,1723,Guillaume,Boutmy
3419,3896,1725,Jean,Boutmy
3420,3897,1756,Laurent,Boutmy
3421,3898,1932,Roger,Boutry
3422,3899,NaN,Jules,Bouval
3423,3900,1683,François,Bouvard
3424,3901,1854,Nicolaas,Bouwman
3425,3902,1587,Guillaume,Bouzignac
3426,3903,NaN,de,Bove
3427,3904,1808,Jules,Bovery
3428,3905,NaN,,Bovery
3429,3906,1879,Abbe,Bovet
3430,3907,1942,Guy,Bovet
3431,3908,1879,Joseph,Bovet
3432,3909,NaN,Giovanni,Bovicelli
3433,3910,1824,Angelo,Bovio
3434,3911,NaN,L.,Bovio
3435,3912,1821,Charles,Lysberg
3436,3913,1952,Helen,Bowater
3437,3914,NaN,Brian,Bowen
3438,3915,1884,York,Bowen
3439,3916,1934,Neville,Bower
3440,3917,1905,John,Bower
3441,3918,1954,Timothy,Bowers
3442,3919,NaN,Christopher,Bowers-Broadbent
3443,3920,NaN,Raphe,Bowle
3444,3921,1909,Michael,Bowles
3445,3922,1910,Paul,Bowles
3446,3923,NaN,Henry,Bowman
3447,3924,1957,Kim,Bowman
3448,3925,1887,Euday,Bowman
3449,3926,NaN,Rob,Bowman
3450,3927,1670,Christian,Boxberg
3451,3928,NaN,Hugo,Monachus
3452,3929,1938,Hayg,Boyadjian
3453,3930,NaN,Thomas,Boyce
3454,3931,1711,William,Boyce
3455,3932,1946,Anne,Boyd
3456,3933,1917,Brian,Boydell
3457,3934,1917,Brian,Boydell
3458,3935,1600,Jean,Boyer
3459,3936,1743,Pascal,Boyer
3460,3937,1970,Peter,Boyer
3461,3938,1931,Martin,Boykan
3462,3939,1886,George,Boyle
3463,3940,1787,Francesco,Boyle
3464,3941,1979,Benjamin,Boyle
3465,3942,1902,Malcolm,Boyle
3466,3943,1951,Roy,Boyle
3467,3944,NaN,Simon,Boyleau
3468,3945,NaN,Jean,Boyvin
3469,3946,1649,Jacques,Boyvin
3470,3947,1971,Zoran,Bozanic
3471,3948,1939,Attila,Bozay
3472,3949,1933,Darijan,Božič
3473,3950,1954,Svetislav,Bozic
3474,3951,1888,Vasil,Bozinoff
3475,3952,1905,Eugène,Bozza
3476,3953,NaN,Emilio,Bozzano
3477,3954,NaN,Giuseppe,Bozzelli
3478,3955,1550,Paolo,Bozzi
3479,3956,NaN,,Brabant
3480,3957,1929,Antonio,Braga
3481,3958,1941,Giampaolo,Bracali
3482,3959,NaN,,Bracamonte
3483,3960,1942,Philip,Bracanin
3484,3961,1756,Luigi,Braccini
3485,3962,1850,C.A.,Bracco
3486,3963,1888,Renzo,Ratti
3487,3964,NaN,Hans,Brachrogge
3488,3965,NaN,Georg,Brack
3489,3966,NaN,Jean,Braconnier
3490,3967,NaN,Gilles,Bracquet
3491,3968,1816,William,Bradbury
3492,3969,1560,William,Brade
3493,3970,1970,Robert,Bradshaw
3494,3971,1961,Keith,Bradshaw
3495,3972,1833,Wenzel,Bradsky
3496,3973,1495,"Ulrich,",Brätel
3497,3974,NaN,John,Braeunich
3498,3975,1829,Gaetano,Braga
3499,3976,1868,Francisco,Braga
3500,3977,1929,Antonio,Braga
3501,3978,1898,Ernani,Braga
3502,3979,1924,Joly,Santos
3503,3980,1915,"José,",Bragato
3504,3981,1838,David,Braham
3505,3982,1774,John,Braham
3506,3983,1881,Philip,Braham
3507,3984,1884,May,Brahe
3508,3985,NaN,Anouar,Brahem
3509,3986,1833,Johannes,Brahms
3510,3987,1893,Constantin,Brailoiu
3511,3988,1944,Thüring,Bräm
3512,3989,1833,Karl,Brambach
3513,3990,1975,Roberto,Brambilla
3514,3991,NaN,Paolo,Brambilla
3515,3992,1936,Harry,Bramma
3516,3993,1485,Richard,Bramston
3517,3994,NaN,Guglielmo,Branca
3518,3995,1948,Glenn,Branca
3519,3996,1813,Antonio,Brancaccio
3520,3997,1722,Charles,Branche
3521,3998,NaN,,Branche
3522,3999,1984,Seann,Branchfield
3523,4000,1560,Girolamo,Branciforte
3524,4001,1862,René,Brancour
3525,4002,1896,Max,Brand
3526,4003,1950,Paulo,Brandão
3527,4032,NaN,Ferdinand,Brandenburg
3528,4033,NaN,Primo,Brandini
3529,4034,1760,Johann,Brandl
3530,4035,1835,Johann,Brandl
3531,4036,1951,Margaret,Brandman
3532,4037,1948,Theo,Brandmüller
3533,4038,1945,Sy,Brandon
3534,4039,1869,Willi,Brandt
3535,4040,NaN,J.,Brandt
3536,4041,1948,Fritz,Brandt
3537,4042,1969,Christopher,Brandt
3538,4043,NaN,E.,Brandt
3539,4044,1812,Cornelis,Buys
3540,4045,1847,Ludwig,Buys
3541,4046,1850,Henri,Buys
3542,4047,1868,Jan,Buys
3543,4048,1874,Marius,Buys
3544,4049,1905,Johann,Buys
3545,4050,1868,Jan,Buys
3546,4051,1856,Anatoly,Brandukov
3547,4052,1935,Nicolae,Brânduș
3548,4053,NaN,Gheorghe,Branesti
3549,4054,1980,Brett,Branning
3550,4055,1881,Gena,Branscombe
3551,4056,1909,David,Branson
3552,4057,1913,Henry,Brant
3553,4058,1554,Jan,Brant
3554,4059,1714,Per,Brant
3555,4060,NaN,Fernando,Brant
3556,4061,1907,Nicolae,Branzeu
3557,4062,NaN,Domenico,Brasolini
3558,4063,1949,Nikolaus,Brass
3559,4064,NaN,René,Brassac
3560,4065,1400,Johannes,Brassart
3561,4066,1921,Georges,Brassens
3562,4067,1570,"Johannes,",Brassicanus
3563,4068,1840,Louis,Brassin
3564,4069,1843,Leopold,Brassin
3565,4070,1844,Gerhard,Brassin
3566,4071,1495,"Ulrich,",Brätel
3567,4072,1495,"Ulrich,",Brätel
3568,4073,1495,"Ulrich,",Brätel
3569,4074,1495,"Ulrich,",Brätel
3570,4075,1495,"Ulrich,",Brätel
3571,4076,1952,David,Bratlie
3572,4077,1867,John,Bratton
3573,4078,1922,Teodor,Bratu
3574,4079,1799,Ferenc,Brauer
3575,4080,1855,Max,Brauer
3576,4081,NaN,Elie,Brault
3577,4082,NaN,Georg,Braun
3578,4083,1729,Anton,Braun
3579,4084,1753,Johann,Braun
3580,4085,1759,Johann,Braun
3581,4086,1765,Moriz,Braun
3582,4087,1788,Carl,Braun
3583,4088,1796,Wilhelm,Braun
3584,4089,1630,Johann,Braun
3585,4090,1936,Peter,Braun
3586,4091,1922,"Yehezkiel,",Braun
3587,4092,1928,Günther,Braun
3588,4093,1869,Rudoldf,Braun
3589,4094,1787,Josef,Braun
3590,4095,1656,Johannes,Braun
3591,4096,1882,Walter,Braunfels
3592,4097,1917,Michael,Braunfels
3593,4098,1829,Fridolin,Braungardt
3594,4099,1914,Helmut,Brautigam
3595,4100,1897,Matija,Bravnicar
3596,4101,1586,Paolo,Bravusi
3597,4102,1945,Anthony,Braxton
3598,4103,1782,John,Bray
3599,4104,NaN,Grégoire,Brayssing
3600,4105,NaN,Guillaume,Brayssinger
3601,4106,1951,Kitty,Brazelton
3602,4107,1843,Josefina,Brdlíková
3603,4108,NaN,Johannes,Brebis
3604,4109,1554,Franz,Brechtel
3605,4110,1945,Randy,Brecker
3606,4111,NaN,J.,Bredal
3607,4112,1929,Reiner,Bredemeyer
3608,4113,1877,Tiberiu,Brediceanu
3609,4114,1909,"Lyn,",Murray
3610,4115,1948,Michael,Brégent
3611,4116,1904,Hans,Brehme
3612,4117,1673,Hercule,Brehy
3613,4118,1870,Joseph,Breil
3614,4119,1957,Peter,Breiner
3615,4120,1853,Franz,Breitenbach
3616,4121,1495,Wilhelm,Breitengraser
3617,4122,1929,Jacques,Brel
3618,4123,1950,Daniel,Brel
3619,4124,1966,Niklas,Breman
3620,4125,1800,Eduard,Brendler
3621,4126,1896,Erling,Brene
3622,4127,1935,Thérèse,Brenet
3623,4128,1603,Tomaso,Breni
3624,4129,NaN,Eugenio,Brenna
3625,4130,1954,John,Brennan
3626,4131,1889,Alexander,Brent-Smith
3627,4132,1902,Gaston,Brenta
3628,4133,1785,Bettina,Brentano
3629,4134,1689,Johann,Brentner
3630,4135,1908,Giulio,Brero
3631,4136,NaN,Domenico,Brescia
3632,4137,1690,Giuseppe,Brescianello
3633,4138,1806,Pietro,Bresciani
3634,4139,1913,Cesar,Bresgen
3635,4140,1946,Martin,Bresnick
3636,4141,1690,Giuseppe,Brescianello
3637,4142,1974,Julien,Bret
3638,4143,1875,Gustave,Bret
3639,4144,1881,Pierre,Bretagne
3640,4145,1887,Nicolae,Bretan
3641,4146,1210,Jehan,Bretel
3642,4147,1850,Tomas,Breton
3643,4148,1949,Jolyon,Smith
3644,4149,1808,Bernhard,Breuer
3645,4150,1944,Willem,Breuker
3646,4151,NaN,Johann,Breunich
3647,4152,1753,Jean-Baptiste,Bréval
3648,4153,1650,Giovanni,Brevi
3649,4154,1932,Tor,Brevik
3650,4155,1959,Luc,Brewaeys
3651,4156,1951,Daniel,Brewbaker
3652,4157,1865,Herbert,Brewer
3653,4158,1611,Thomas,Brewer
3654,4159,NaN,,Brewster
3655,4160,1887,Hooper,Brewster-Jones
3656,4161,1876,William,Brian
3657,4162,NaN,Denis,Briant
3658,4163,1818,Giulio,Briccialdi
3659,4164,NaN,Luis,Briceno
